,An.Dirus.M,An.Minimus.M,Cx.Quin.M,An.Dirus.F,An.Minimus.F,Cx.Quin.F,time(s)
195,0.1211235,0.09989527,0.011707175,0.07802954,0.041478764,0.0115186935,195
196,0.25564685,0.06802588,0.019802755,0.015582959,0.026131108,0.019113708,196
197,0.7524254,0.04045639,0.034024082,0.009012014,0.02179726,0.039146572,197
198,0.38494405,0.01917733,0.031401236,0.1222591,0.059839256,0.016946921,198
199,0.05777597,0.046265405,0.048543464,0.4496656,0.124291934,0.08624821,199
200,0.16717857,0.011624877,0.006727783,0.12387377,0.014694788,0.053355698,200
201,0.3595282,0.02285461,0.024067437,0.4048624,0.0648087,0.039229788,201
202,0.84420884,0.020633988,0.014990382,0.039624374,0.015373215,0.042231143,202
203,0.9535994,0.039435692,0.024800006,0.015379285,0.016947119,0.03635501,203
204,0.26578113,0.078428745,0.048749093,0.059243888,0.01900084,0.024278289,204
205,0.29051885,0.020180427,0.02708067,0.41302451,0.053499963,0.043482088,205
206,0.4592551,0.00964128,0.017217431,0.018009074,0.013471437,0.045704313,206
207,0.0970992,0.065430135,0.011936192,0.23341839,0.14143017,0.008651643,207
208,0.03965614,0.121593304,0.0043231077,0.096232474,0.072412506,0.010376058,208
209,0.012243339,0.017317858,0.0117391,0.0053620883,0.0114664575,0.008189266,209
210,0.23698688,0.007487746,0.009981199,0.30809706,0.07844798,0.032502804,210
211,0.18012197,0.007837522,0.026526012,0.15330717,0.30095425,0.017164003,211
212,0.032152757,0.0058244225,0.0069275415,0.19977011,0.28430986,0.05353819,212
213,0.03527153,0.005260199,0.0031460302,0.026304146,0.15930112,0.02596154,213
214,0.016423456,0.008673698,0.011930852,0.0070695,0.052132644,0.013752238,214
215,0.08788785,0.03735956,0.026268262,0.043590896,0.020626213,0.10670846,215
216,0.10010356,0.013835625,0.020339288,0.004166035,0.01954452,0.03875617,216
217,0.4481291,0.028966196,0.12435562,0.0064447,0.014552899,0.15887542,217
218,0.7574273,0.0333173,0.03199294,0.0056307325,0.021391215,0.070141725,218
219,0.19102645,0.15215553,0.01945553,0.0154143525,0.013394796,0.01856672,219
220,0.2750155,0.0112254275,0.022154601,0.017070422,0.021088729,0.01826633,220
221,0.30385274,0.019331345,0.47779146,0.08209115,0.060380507,0.015105296,221
222,0.32435706,0.009174672,0.105035126,0.026836641,0.030303316,0.0077255787,222
223,0.4009974,0.010421859,0.08454314,0.23993304,0.081072874,0.02790805,223
224,0.29024112,0.014610521,0.015004724,0.08040013,0.11553892,0.033634547,224
225,0.0569988,0.035699014,0.0118916575,0.20428307,0.19751479,0.0072684945,225
226,0.032514706,0.11166748,0.025251262,0.5905128,0.31065056,0.0033086464,226
227,0.017804457,0.036373187,0.013268524,0.08869085,0.039503504,0.014667389,227
228,0.05000019,0.059452455,0.0038290299,0.017869053,0.06466609,0.01140467,228
229,0.07757869,0.050081126,0.034812834,0.043056916,0.08935373,0.022175908,229
230,0.036994487,0.006623181,0.019432263,0.29689085,0.08927823,0.015611784,230
231,0.09640843,0.030393044,0.014541475,0.35269365,0.25302902,0.005848114,231
232,0.03877629,0.007158792,0.012392459,0.16843155,0.054680113,0.004581439,232
233,0.037220348,0.0051651844,0.013884447,0.7371491,0.076643035,0.0065776063,233
234,0.034575872,0.012613167,0.006529595,0.35188627,0.15938152,0.01883566,234
235,0.07677146,0.015045463,0.01956691,0.22772425,0.06251855,0.12410873,235
236,0.06223575,0.046376552,0.012234416,0.22745247,0.12405993,0.040972583,236
237,0.021258174,0.009377394,0.006938487,0.31613383,0.1026324,0.010639514,237
238,0.009632551,0.012267468,0.0036364915,0.04127697,0.018695343,0.00985993,238
239,0.0040334626,0.014509333,0.02080173,0.022641659,0.008141973,0.0049812393,239
240,0.37414795,0.0200465,0.050425168,0.07640868,0.053378284,0.06238401,240
241,0.89886516,0.009575884,0.06237422,0.00806742,0.01691891,0.04648211,241
242,0.3250626,0.007204872,0.025425937,0.1366318,0.1413542,0.028884955,242
243,0.69136435,0.020927545,0.035037816,0.3458513,0.114771515,0.03355079,243
244,0.8354645,0.021650378,0.016992891,0.02511232,0.019824397,0.0365626,244
245,0.43504968,0.06510476,0.027580792,0.1071598,0.109491,0.09051609,245
246,0.06139599,0.08399226,0.024643712,0.2383326,0.15203863,0.05642529,246
247,0.01921599,0.12742864,0.017623259,0.04392008,0.053170793,0.018642701,247
248,0.084509134,0.026809413,0.04510986,0.05085147,0.05129794,0.014977313,248
249,0.016213616,0.020415554,0.010334305,0.03873722,0.030660663,0.026412468,249
250,0.94259185,0.066110946,0.0899506,0.010669561,0.025643254,0.034776706,250
251,0.82164073,0.024491688,0.10958505,0.003310493,0.012770773,0.010330936,251
252,0.70800656,0.002150543,0.0677527,0.0236278,0.034182735,0.0196784,252
253,0.104488745,0.0030057286,0.009053369,0.051476,0.029838024,0.0033430054,253
254,0.08305044,0.006193891,0.009739365,0.01694071,0.022799214,0.55452067,254
255,0.5071209,0.007741547,0.013058568,0.06363464,0.04954951,0.42622998,255
256,0.07588844,0.0154102715,0.010604995,0.21299428,0.13973388,0.027788356,256
257,0.065275334,0.0040534814,0.0039192312,0.16870601,0.10723122,0.009983674,257
258,0.0052237073,0.0044765496,0.005262712,0.022822747,0.0131176105,0.0038849232,258
259,0.033802338,0.03170715,0.012944309,0.020801434,0.03131646,0.033289466,259
260,0.06682367,0.037310887,0.01567733,0.053052478,0.07008453,0.017977176,260
261,0.08325514,0.029775156,0.040728215,0.058528606,0.21529551,0.014747552,261
262,0.07122011,0.028182514,0.014909277,0.032279044,0.14510833,0.015608795,262
263,0.36492172,0.02328635,0.010673865,0.017276125,0.026852336,0.01908363,263
264,0.58000964,0.0218365,0.01647553,0.015153398,0.02310549,0.03606767,264
265,0.033901583,0.161732,0.007260942,0.03455095,0.024579592,0.014996959,265
266,0.051771097,0.6701702,0.008081462,0.06743762,0.021827875,0.031936403,266
267,0.088056706,0.27889684,0.02042758,0.2115587,0.0995705,0.011940839,267
268,0.0295332,0.08890886,0.015863674,0.026023084,0.12393706,0.023652442,268
269,0.05843986,0.018719696,0.008046509,0.011080826,0.03868778,0.028691946,269
270,0.37798256,0.012954518,0.011791804,0.27165306,0.07744736,0.011500254,270
271,0.23286541,0.012558229,0.021497045,0.44706693,0.102901205,0.005090121,271
272,0.058135223,0.04396737,0.0123463245,0.069234684,0.06479355,0.012699347,272
273,0.058778115,0.026646668,0.028264198,0.14861444,0.2485531,0.02758165,273
274,0.042208344,0.030290842,0.018065494,0.10310817,0.1898485,0.013464582,274
275,0.07080914,0.06486306,0.019295288,0.15633695,0.18321529,0.006173004,275
276,0.04145871,0.041005142,0.0102253,0.029482521,0.0224894,0.053233113,276
277,0.24750046,0.056569993,0.03547491,0.015563594,0.035085082,0.02265458,277
278,0.36765656,0.036038313,0.03459358,0.0110506695,0.030697076,0.012930493,278
279,0.025155867,0.03087594,0.0684772,0.15465906,0.15055875,0.055033945,279
280,0.22530122,0.01957176,0.031296417,0.07547598,0.18944362,0.043793183,280
281,0.3381441,0.027224615,0.0037603087,0.036200445,0.04267544,0.012616654,281
282,0.13711378,0.04976718,0.023330735,0.24830036,0.11991033,0.007923648,282
283,0.075154044,0.021828527,0.1614945,0.5855498,0.06165143,0.031064635,283
284,0.31672665,0.045811567,0.8423707,0.054101557,0.04295253,0.010091839,284
285,0.08481491,0.007119935,0.8475277,0.007405663,0.025743464,0.009654953,285
286,0.13722003,0.008259306,0.20552152,0.06794703,0.048035167,0.005478542,286
287,0.12098745,0.03608678,0.044428676,0.07028147,0.05208244,0.0031145185,287
